gpt-oss:120b-cloud,0.75,0.8,0.65,0.7333,2025-11-04 13:44:03
glm-4.6:cloud,0.72,0.78,0.63,0.71,2025-11-04 13:41:54
deepseek-v3.1:671b-cloud,0.7,0.76,0.6,0.6867,2025-11-04 13:43:44
kimi-k2:1t-cloud,0.68,0.74,0.58,0.6667,2025-11-04 13:45:19
